Frame,Time,LinearDisplacement1,LinearDisplacement2,AngularDisplacement2,AngularVelocity1,AngularVelocity2,AngularVelocity3
133,1.060,1.9555E+02,1.2512E+02,1.9092E-04,-2.9217E-02,-1.5030E+02,-1.5030E+02
134,1.070,1.9620E+02,1.2578E+02,1.9787E-04,-2.4233E-02,-1.5168E+02,-1.5168E+02
135,1.080,1.9684E+02,1.2641E+02,4.6892E-04,4.1367E-03,-1.5314E+02,-1.5314E+02
136,1.080,1.9687E+02,1.2644E+02,2.5101E-04,-3.4389E-03,-1.5306E+02,-1.5306E+02
137,1.090,1.9754E+02,1.2711E+02,1.8234E-04,-8.8105E-02,-1.5444E+02,-1.5444E+02
138,1.100,1.9821E+02,1.2778E+02,1.3866E-04,3.6327E-01,-1.5590E+02,-1.5590E+02
139,1.110,1.9889E+02,1.2847E+02,1.0937E-04,-4.0686E-02,-1.5728E+02,-1.5728E+02
140,1.120,1.9955E+02,1.2912E+02,1.4367E-04,8.7292E-03,-1.5860E+02,-1.5860E+02
141,1.121,1.9958E+02,1.2916E+02,7.0216E-05,7.5235E-03,-1.5852E+02,-1.5852E+02
142,1.131,2.0027E+02,1.2985E+02,5.7259E-05,-9.5528E-01,-1.5980E+02,-1.5980E+02
143,1.141,2.0097E+02,1.3055E+02,1.8155E-04,9.8472E-04,-1.6104E+02,-1.6104E+02
144,1.151,2.0168E+02,1.3125E+02,5.4794E-04,-9.4869E-01,-1.6228E+02,-1.6228E+02
145,1.160,2.0235E+02,1.3193E+02,6.4291E-04,7.9118E-01,-1.6353E+02,-1.6353E+02
146,1.161,2.0238E+02,1.3197E+02,1.0599E-03,2.4016E-01,-1.6352E+02,-1.6352E+02
147,1.171,2.0310E+02,1.3269E+02,7.5015E-04,8.9028E-02,-1.6616E+02,-1.6616E+02
148,1.181,2.0383E+02,1.3342E+02,2.9101E-04,-5.3529E-03,-1.6719E+02,-1.6719E+02
149,1.191,2.0456E+02,1.3414E+02,-9.1145E-06,-3.2124E-02,-1.6840E+02,-1.6840E+02
150,1.200,2.0526E+02,1.3484E+02,9.1143E-05,-7.2651E-03,-1.6958E+02,-1.6958E+02
151,1.201,2.0530E+02,1.3488E+02,2.9031E-04,3.5824E-02,-1.6946E+02,-1.6946E+02
152,1.211,2.0603E+02,1.3563E+02,1.1125E-03,1.8417E+00,-1.7048E+02,-1.7048E+02
153,1.221,2.0678E+02,1.3638E+02,4.3099E-04,-1.4802E-02,-1.7308E+02,-1.7308E+02
154,1.231,2.0753E+02,1.3714E+02,3.6681E-05,2.2879E-02,-1.7405E+02,-1.7405E+02
155,1.240,2.0825E+02,1.3786E+02,1.4761E-04,1.6774E-01,-1.7512E+02,-1.7512E+02
156,1.241,2.0829E+02,1.3791E+02,4.2737E-04,1.5138E-02,-1.7497E+02,-1.7497E+02
157,1.251,2.0906E+02,1.3867E+02,8.7451E-04,2.5049E-02,-1.7749E+02,-1.7749E+02
158,1.261,2.0983E+02,1.3945E+02,1.8191E-04,1.1466E+00,-1.7832E+02,-1.7832E+02
159,1.271,2.1061E+02,1.4022E+02,3.7042E-04,-1.1161E-02,-1.7924E+02,-1.7924E+02
160,1.280,2.1135E+02,1.4096E+02,1.2794E-03,4.5973E-02,-1.8180E+02,-1.8180E+02
161,1.281,2.1140E+02,1.4100E+02,6.9334E-04,1.2126E-02,-1.8169E+02,-1.8169E+02
162,1.291,2.1219E+02,1.4180E+02,2.4891E-05,2.3486E-02,-1.8242E+02,-1.8242E+02
163,1.301,2.1298E+02,1.4260E+02,9.5610E-04,3.5387E-01,-1.8315E+02,-1.8315E+02
164,1.311,2.1379E+02,1.4340E+02,1.2933E-04,4.4628E-01,-1.8557E+02,-1.8557E+02
165,1.320,2.1457E+02,1.4415E+02,1.6015E-04,4.2894E-02,-1.8638E+02,-1.8638E+02
166,1.321,2.1462E+02,1.4420E+02,4.8930E-04,-6.8447E-01,-1.8618E+02,-1.8618E+02
167,1.331,2.1544E+02,1.4501E+02,2.7085E-04,2.3987E-02,-1.8857E+02,-1.8857E+02
168,1.341,2.1626E+02,1.4584E+02,3.1507E-04,-1.4987E-02,-1.8919E+02,-1.8919E+02
169,1.351,2.1706E+02,1.4669E+02,5.0079E-04,8.2691E-01,-1.9134E+02,-1.9134E+02
170,1.360,2.1784E+02,1.4747E+02,5.5997E-05,9.2997E-03,-1.9211E+02,-1.9211E+02
171,1.361,2.1789E+02,1.4752E+02,3.3054E-04,1.7429E-02,-1.9190E+02,-1.9190E+02
172,1.371,2.1873E+02,1.4836E+02,2.3231E-04,5.2804E-02,-1.9415E+02,-1.9415E+02
173,1.381,2.1958E+02,1.4921E+02,6.6309E-04,-1.1894E-01,-1.9460E+02,-1.9460E+02
174,1.391,2.2043E+02,1.5007E+02,5.1585E-05,-2.5395E-01,-1.9675E+02,-1.9675E+02
175,1.400,2.2124E+02,1.5087E+02,6.2712E-04,-2.1993E-03,-1.9722E+02,-1.9722E+02
176,1.401,2.2129E+02,1.5093E+02,1.3242E-03,-1.8681E-02,-1.9705E+02,-1.9705E+02
177,1.411,2.2216E+02,1.5180E+02,5.6397E-05,2.2099E-02,-1.9920E+02,-1.9920E+02
178,1.421,2.2303E+02,1.5267E+02,3.6786E-04,-3.0224E-02,-2.0128E+02,-2.0128E+02
179,1.431,2.2391E+02,1.5355E+02,7.7624E-04,-1.3230E-02,-2.0150E+02,-2.0150E+02
180,1.440,2.2474E+02,1.5438E+02,9.2882E-05,-1.2766E-03,-2.0373E+02,-2.0373E+02
181,1.441,2.2480E+02,1.5444E+02,4.6520E-05,7.7380E-03,-2.0364E+02,-2.0364E+02
182,1.451,2.2569E+02,1.5533E+02,3.5706E-04,4.1795E-02,-2.0553E+02,-2.0553E+02
183,1.461,2.2660E+02,1.5621E+02,1.0503E-03,-5.7908E-04,-2.0563E+02,-2.0563E+02
184,1.471,2.2750E+02,1.5711E+02,1.8260E-04,-3.2460E-02,-2.0759E+02,-2.0759E+02
185,1.480,2.2835E+02,1.5796E+02,3.8359E-04,7.5563E-03,-2.0984E+02,-2.0984E+02
186,1.481,2.2841E+02,1.5802E+02,3.7539E-05,3.5130E-02,-2.0950E+02,-2.0950E+02
187,1.491,2.2933E+02,1.5894E+02,7.5340E-04,4.5325E-01,-2.1129E+02,-2.1129E+02
188,1.501,2.3025E+02,1.5986E+02,1.0617E-03,-1.2541E-01,-2.1124E+02,-2.1088E+02
189,1.511,2.3118E+02,1.6078E+02,3.5065E-04,-7.8874E-01,-2.1311E+02,-2.1008E+02
190,1.520,2.3204E+02,1.6165E+02,1.3111E-04,-2.4220E+00,-2.1532E+02,-2.0966E+02
191,1.521,2.3210E+02,1.6171E+02,4.8274E-05,-2.2985E+00,-2.1505E+02,-2.0919E+02
192,1.531,2.3302E+02,1.6264E+02,1.0819E-04,-3.4439E+00,-2.1699E+02,-2.0830E+02
193,1.541,2.3396E+02,1.6354E+02,3.8306E-04,-4.5248E+00,-2.1807E+02,-2.0654E+02
194,1.551,2.3488E+02,1.6447E+02,8.8015E-04,-5.3676E+00,-2.2005E+02,-2.0568E+02
195,1.560,2.3573E+02,1.6534E+02,4.6621E-04,-5.8349E+00,-2.2156E+02,-2.0454E+02
196,1.561,2.3580E+02,1.6541E+02,1.3162E-03,-5.3118E+00,-2.2119E+02,-2.0396E+02
197,1.571,2.3671E+02,1.6634E+02,7.8449E-04,-6.9565E+00,-2.2231E+02,-2.0222E+02
198,1.581,2.3762E+02,1.6727E+02,5.7952E-04,-9.8876E+00,-2.2431E+02,-2.0135E+02
199,1.591,2.3854E+02,1.6820E+02,3.4187E-04,-9.1131E+00,-2.2654E+02,-2.0069E+02
200,1.600,2.3939E+02,1.6906E+02,5.6134E-05,-1.1103E+01,-2.2830E+02,-1.9975E+02
201,1.601,2.3946E+02,1.6912E+02,2.9464E-04,-1.1148E+01,-2.2792E+02,-1.9917E+02
202,1.611,2.4037E+02,1.7006E+02,3.0121E-04,-1.2280E+01,-2.3017E+02,-1.9850E+02
203,1.621,2.4128E+02,1.7100E+02,1.2196E-04,-1.3323E+01,-2.3228E+02,-1.9767E+02
204,1.631,2.4219E+02,1.7193E+02,2.4148E-04,-1.4761E+01,-2.3399E+02,-1.9642E+02
205,1.640,2.4304E+02,1.7281E+02,-4.7483E-05,-1.5851E+01,-2.3571E+02,-1.9539E+02
206,1.641,2.4310E+02,1.7288E+02,3.0422E-04,-1.5731E+01,-2.3650E+02,-1.9596E+02
207,1.651,2.4400E+02,1.7382E+02,5.6667E-04,-1.6770E+01,-2.3790E+02,-1.9436E+02
208,1.661,2.4491E+02,1.7477E+02,7.5279E-04,-1.7538E+01,-2.4044E+02,-1.9388E+02
209,1.671,2.4581E+02,1.7572E+02,1.2745E-03,-1.8956E+01,-2.4200E+02,-1.9239E+02
210,1.680,2.4663E+02,1.7660E+02,5.8293E-04,-1.9878E+01,-2.4405E+02,-1.9159E+02
211,1.681,2.4670E+02,1.7667E+02,8.2226E-04,-2.0307E+01,-2.4586E+02,-1.9317E+02
212,1.691,2.4758E+02,1.7764E+02,4.2490E-04,-2.1134E+01,-2.4757E+02,-1.9178E+02
213,1.701,2.4843E+02,1.7863E+02,2.1938E-04,-2.1628E+01,-2.4923E+02,-1.9031E+02
214,1.711,2.4931E+02,1.7959E+02,3.5558E-05,-2.4023E+01,-2.5193E+02,-1.8985E+02
215,1.720,2.5014E+02,1.8047E+02,1.9599E-05,-2.4886E+01,-2.5425E+02,-1.8922E+02
216,1.721,2.5021E+02,1.8054E+02,2.5586E-04,-2.4519E+01,-2.5396E+02,-1.8867E+02
217,1.731,2.5106E+02,1.8152E+02,8.6397E-04,-2.3087E+01,-2.5700E+02,-1.8849E+02
218,1.741,2.5194E+02,1.8249E+02,7.4079E-04,-2.7168E+01,-2.5991E+02,-1.8815E+02
219,1.751,2.5281E+02,1.8347E+02,1.6971E-04,-2.8050E+01,-2.6189E+02,-1.8683E+02
220,1.760,2.5360E+02,1.8437E+02,2.9202E-07,-2.8962E+01,-2.6427E+02,-1.8614E+02
221,1.761,2.5367E+02,1.8445E+02,-1.0507E-05,-2.8917E+01,-2.6493E+02,-1.8653E+02
222,1.771,2.5452E+02,1.8544E+02,9.1031E-04,-3.0080E+01,-2.6690E+02,-1.8513E+02
223,1.781,2.5536E+02,1.8644E+02,3.9098E-04,-3.1039E+01,-2.7029E+02,-1.8511E+02
224,1.791,2.5620E+02,1.8744E+02,-5.4860E-05,-3.1612E+01,-2.7274E+02,-1.8411E+02
225,1.800,2.5695E+02,1.8837E+02,2.8858E-05,-3.2040E+01,-2.7521E+02,-1.8338E+02
226,1.801,2.5702E+02,1.8846E+02,6.0724E-04,-3.2279E+01,-2.7552E+02,-1.8340E+02
227,1.811,2.5783E+02,1.8947E+02,3.8829E-04,-3.4131E+01,-2.7915E+02,-1.8351E+02
228,1.821,2.5867E+02,1.9048E+02,7.5644E-05,-3.5644E+01,-2.8145E+02,-1.8223E+02
229,1.831,2.5950E+02,1.9149E+02,1.1576E-03,-3.6726E+01,-2.8378E+02,-1.8093E+02
230,1.840,2.6025E+02,1.9242E+02,7.7733E-04,-3.7611E+01,-2.8796E+02,-1.8175E+02
231,1.841,2.6032E+02,1.9251E+02,1.8727E-05,-3.7252E+01,-2.8777E+02,-1.8125E+02
232,1.851,2.6108E+02,1.9356E+02,3.6751E-04,-3.7096E+01,-2.8975E+02,-1.7954E+02
233,1.861,2.6182E+02,1.9461E+02,1.4930E-04,-3.8685E+01,-2.9429E+02,-1.8037E+02
234,1.871,2.6262E+02,1.9564E+02,2.3416E-04,-4.1172E+01,-2.9683E+02,-1.7911E+02
235,1.880,2.6334E+02,1.9659E+02,7.4433E-04,-4.2261E+01,-2.9965E+02,-1.7841E+02
236,1.881,2.6341E+02,1.9668E+02,3.7456E-04,-4.2504E+01,-3.0065E+02,-1.7908E+02
237,1.891,2.6419E+02,1.9773E+02,1.7484E-04,-4.2700E+01,-3.0323E+02,-1.7777E+02
238,1.901,2.6498E+02,1.9877E+02,3.9117E-04,-4.4516E+01,-3.0726E+02,-1.7786E+02
239,1.911,2.6573E+02,1.9984E+02,4.7533E-04,-4.4629E+01,-3.0977E+02,-1.7638E+02
240,1.920,2.6641E+02,2.0082E+02,1.0124E-03,-4.8200E+01,-3.1413E+02,-1.7707E+02
241,1.921,2.6647E+02,2.0091E+02,1.3444E-04,-4.8506E+01,-3.1392E+02,-1.7651E+02
242,1.931,2.6722E+02,2.0198E+02,7.2813E-04,-4.7888E+01,-3.1653E+02,-1.7503E+02
243,1.941,2.6795E+02,2.0306E+02,6.5240E-05,-4.8719E+01,-3.2071E+02,-1.7508E+02
244,1.951,2.6868E+02,2.0415E+02,7.9523E-04,-4.9590E+01,-3.2459E+02,-1.7479E+02
245,1.960,2.6933E+02,2.0514E+02,-1.3025E-04,-5.1218E+01,-3.2771E+02,-1.7407E+02
