Frame,Time,LinearDisplacement6,LinearDisplacement7,AngularDisplacement4,AngularVelocity1,AngularVelocity2,AngularVelocity3
36,0.28,4.99E+02,4.11E+02,-4.79E-01,-2.47E+00,5.60E+01,4.75E+01
37,0.29,4.99E+02,4.11E+02,-5.03E-01,-2.36E+00,5.80E+01,4.97E+01
38,0.3,4.99E+02,4.11E+02,-5.26E-01,-2.44E+00,6.00E+01,5.19E+01
39,0.31,4.99E+02,4.10E+02,-5.49E-01,-2.15E+00,6.20E+01,5.42E+01
40,0.32,4.99E+02,4.10E+02,-5.71E-01,-2.14E+00,6.40E+01,5.64E+01
41,0.32,4.99E+02,4.10E+02,-5.71E-01,-1.83E+00,6.40E+01,5.64E+01
42,0.33,4.99E+02,4.10E+02,-5.91E-01,-1.90E+00,6.60E+01,5.87E+01
43,0.34,4.99E+02,4.10E+02,-6.11E-01,-1.98E+00,6.80E+01,6.10E+01
44,0.35,4.99E+02,4.09E+02,-6.30E-01,-2.09E+00,7.00E+01,6.34E+01
45,0.36,4.99E+02,4.09E+02,-6.48E-01,-1.57E+00,7.20E+01,6.57E+01
46,0.36,4.99E+02,4.09E+02,-6.48E-01,-1.26E+00,7.20E+01,6.57E+01
47,0.37,4.99E+02,4.09E+02,-6.64E-01,-1.61E+00,7.40E+01,6.81E+01
48,0.38,4.99E+02,4.08E+02,-6.80E-01,-1.47E+00,7.60E+01,7.05E+01
49,0.39,4.99E+02,4.08E+02,-6.95E-01,-1.34E+00,7.80E+01,7.29E+01
50,0.4,4.99E+02,4.08E+02,-7.08E-01,-1.16E+00,8.00E+01,7.53E+01
51,0.4,4.99E+02,4.08E+02,-7.09E-01,-1.27E+00,8.00E+01,7.53E+01
52,0.41,4.99E+02,4.07E+02,-7.22E-01,-1.62E+00,8.20E+01,7.77E+01
53,0.42,4.99E+02,4.07E+02,-7.35E-01,-1.34E+00,8.40E+01,8.02E+01
54,0.43,4.99E+02,4.07E+02,-7.45E-01,-1.13E+00,8.60E+01,8.26E+01
55,0.44,4.99E+02,4.06E+02,-7.63E-01,-3.71E+00,8.80E+01,8.50E+01
56,0.44,4.99E+02,4.06E+02,-7.64E-01,-3.73E+00,8.80E+01,8.51E+01
57,0.45,4.99E+02,4.06E+02,-7.87E-01,-1.04E+00,9.00E+01,8.76E+01
58,0.46,4.99E+02,4.05E+02,-7.89E-01,1.11E+00,9.20E+01,9.00E+01
59,0.47,4.99E+02,4.05E+02,-7.75E-01,3.19E+00,9.40E+01,9.25E+01
60,0.48,4.99E+02,4.05E+02,-7.65E-01,-2.74E-01,9.60E+01,9.50E+01
61,0.48,4.99E+02,4.05E+02,-7.65E-01,-2.74E-01,9.60E+01,9.50E+01
62,0.49,4.99E+02,4.04E+02,-7.67E-01,-1.53E-01,9.80E+01,9.75E+01
63,0.5,4.99E+02,4.04E+02,-7.67E-01,2.90E-01,1.00E+02,1.00E+02
64,0.51,4.99E+02,4.03E+02,-7.66E-01,1.04E-01,1.02E+02,1.03E+02
65,0.52,4.99E+02,4.03E+02,-7.59E-01,2.67E+00,1.04E+02,1.05E+02
66,0.52,4.99E+02,4.03E+02,-7.58E-01,2.67E+00,1.04E+02,1.05E+02
67,0.53,4.99E+02,4.02E+02,-7.53E-01,1.15E-02,1.06E+02,1.08E+02
68,0.54,4.99E+02,4.02E+02,-7.54E-01,6.94E-01,1.08E+02,1.10E+02
69,0.55,4.99E+02,4.01E+02,-7.46E-01,1.04E+00,1.10E+02,1.13E+02
70,0.56,4.99E+02,4.01E+02,-7.38E-01,8.49E-01,1.12E+02,1.15E+02
71,0.56,4.99E+02,4.01E+02,-7.38E-01,7.40E-01,1.12E+02,1.15E+02
72,0.57,4.99E+02,4.00E+02,-7.28E-01,2.15E+00,1.14E+02,1.18E+02
73,0.58,4.99E+02,4.00E+02,-7.17E-01,1.33E+00,1.16E+02,1.20E+02
74,0.59,4.99E+02,3.99E+02,-7.04E-01,1.51E+00,1.18E+02,1.23E+02
75,0.6,4.99E+02,3.99E+02,-6.92E-01,1.41E+00,1.20E+02,1.25E+02
76,0.6,4.99E+02,3.99E+02,-6.91E-01,1.44E+00,1.20E+02,1.25E+02
77,0.61,4.99E+02,3.98E+02,-6.65E-01,1.97E+00,1.22E+02,1.28E+02
78,0.62,4.99E+02,3.98E+02,-6.40E-01,1.66E+00,1.24E+02,1.30E+02
79,0.63,4.99E+02,3.97E+02,-6.24E-01,1.72E+00,1.26E+02,1.32E+02
80,0.64,4.99E+02,3.97E+02,-6.06E-01,2.69E-01,1.28E+02,1.35E+02
81,0.64,4.99E+02,3.97E+02,-6.06E-01,-3.36E-01,1.28E+02,1.35E+02
82,0.65,4.99E+02,3.96E+02,-6.28E-01,-3.99E+00,1.30E+02,1.37E+02
83,0.66,4.99E+02,3.95E+02,-6.27E-01,1.89E+00,1.32E+02,1.40E+02
84,0.67,4.99E+02,3.95E+02,-6.12E-01,2.28E+00,1.34E+02,1.42E+02
85,0.68,4.99E+02,3.94E+02,-5.80E-01,4.02E+00,1.36E+02,1.44E+02
86,0.68,4.99E+02,3.94E+02,-5.79E-01,4.09E+00,1.36E+02,1.44E+02
87,0.69,4.99E+02,3.94E+02,-5.59E-01,2.86E+00,1.38E+02,1.47E+02
88,0.7,4.99E+02,3.93E+02,-5.25E-01,3.53E+00,1.40E+02,1.49E+02
89,0.71,4.99E+02,3.92E+02,-4.97E-01,2.57E+00,1.42E+02,1.51E+02
90,0.72,4.99E+02,3.92E+02,-4.61E-01,2.59E+00,1.44E+02,1.54E+02
91,0.72,4.99E+02,3.92E+02,-4.61E-01,2.70E+00,1.44E+02,1.54E+02
92,0.73,4.99E+02,3.91E+02,-4.39E-01,2.69E+00,1.46E+02,1.56E+02
93,0.74,4.99E+02,3.90E+02,-4.12E-01,3.63E+00,1.48E+02,1.58E+02
94,0.75,4.99E+02,3.90E+02,-3.79E-01,2.94E+00,1.50E+02,1.60E+02
95,0.76,4.99E+02,3.89E+02,-3.50E-01,3.26E+00,1.52E+02,1.62E+02
96,0.76,4.99E+02,3.89E+02,-3.49E-01,3.75E+00,1.52E+02,1.62E+02
97,0.77,4.99E+02,3.88E+02,-3.18E-01,2.24E+00,1.54E+02,1.64E+02
98,0.78,4.99E+02,3.88E+02,-2.90E-01,2.90E+00,1.56E+02,1.67E+02
99,0.79,4.99E+02,3.87E+02,-2.61E-01,2.89E+00,1.58E+02,1.69E+02
100,0.8,4.99E+02,3.86E+02,-2.35E-01,2.90E+00,1.60E+02,1.70E+02
101,0.8,4.99E+02,3.86E+02,-2.34E-01,2.90E+00,1.60E+02,1.71E+02
102,0.81,4.99E+02,3.85E+02,-2.05E-01,3.04E+00,1.62E+02,1.72E+02
103,0.82,4.99E+02,3.85E+02,-1.72E-01,3.62E+00,1.64E+02,1.74E+02
104,0.83,4.99E+02,3.84E+02,-1.44E-01,3.77E+00,1.66E+02,1.76E+02
105,0.84,4.99E+02,3.83E+02,-1.18E-01,2.17E+00,1.68E+02,1.78E+02
106,0.84,4.99E+02,3.83E+02,-1.17E-01,2.66E+00,1.68E+02,1.78E+02
107,0.85,4.99E+02,3.82E+02,-8.78E-02,2.86E+00,1.70E+02,1.80E+02
108,0.86,4.99E+02,3.82E+02,-6.02E-02,2.95E+00,1.72E+02,1.82E+02
109,0.87,4.99E+02,3.81E+02,-3.26E-02,2.56E+00,1.74E+02,1.83E+02
110,0.88,4.99E+02,3.80E+02,-8.97E-03,2.47E+00,1.76E+02,1.85E+02
111,0.88,4.99E+02,3.80E+02,-7.87E-03,2.48E+00,1.76E+02,1.85E+02
112,0.89,4.99E+02,3.79E+02,1.62E-02,2.33E+00,1.78E+02,1.86E+02
113,0.9,4.99E+02,3.78E+02,3.88E-02,2.18E+00,1.80E+02,1.88E+02
114,0.91,4.99E+02,3.78E+02,6.01E-02,2.10E+00,1.82E+02,1.89E+02
115,0.92,4.99E+02,3.77E+02,8.04E-02,1.90E+00,1.84E+02,1.91E+02
116,0.92,4.99E+02,3.77E+02,8.13E-02,1.90E+00,1.84E+02,1.91E+02
117,0.93,4.99E+02,3.76E+02,9.90E-02,1.72E+00,1.86E+02,1.92E+02
118,0.94,4.99E+02,3.75E+02,1.15E-01,1.49E+00,1.88E+02,1.94E+02
119,0.95,4.99E+02,3.74E+02,1.29E-01,1.13E+00,1.90E+02,1.95E+02
120,0.96,4.99E+02,3.74E+02,1.41E-01,1.07E+00,1.92E+02,1.96E+02
121,0.96,4.99E+02,3.74E+02,1.41E-01,1.11E+00,1.92E+02,1.96E+02
122,0.971,4.99E+02,3.73E+02,1.53E-01,8.63E-01,1.94E+02,1.97E+02
123,0.981,4.99E+02,3.72E+02,1.61E-01,8.65E-01,1.96E+02,1.98E+02
124,0.991,4.99E+02,3.71E+02,1.66E-01,2.94E-01,1.98E+02,1.99E+02
125,1,4.99E+02,3.70E+02,1.68E-01,7.95E-02,2.00E+02,2.00E+02
126,1.001,4.99E+02,3.70E+02,1.68E-01,1.67E-01,2.00E+02,2.00E+02
127,1.011,4.99E+02,3.69E+02,1.59E-01,-3.68E+00,2.01E+02,2.01E+02
128,1.021,4.99E+02,3.68E+02,1.13E-01,-5.70E+00,2.02E+02,2.02E+02
129,1.031,4.99E+02,3.67E+02,1.00E-01,-1.40E-01,2.03E+02,2.02E+02
130,1.04,4.99E+02,3.67E+02,9.82E-02,-2.49E-01,2.04E+02,2.03E+02
131,1.041,4.99E+02,3.66E+02,9.80E-02,-3.14E-01,2.04E+02,2.03E+02
132,1.051,4.99E+02,3.66E+02,8.99E-02,9.16E-01,2.05E+02,2.04E+02
133,1.061,4.99E+02,3.65E+02,8.51E-02,2.81E+00,2.06E+02,2.04E+02
134,1.071,4.99E+02,3.64E+02,9.10E-02,-5.13E-01,2.07E+02,2.05E+02
135,1.08,4.99E+02,3.63E+02,8.39E-02,-8.53E-01,2.08E+02,2.05E+02
136,1.081,4.99E+02,3.63E+02,8.35E-02,-8.66E-01,2.08E+02,2.05E+02
137,1.091,4.99E+02,3.62E+02,7.08E-02,-2.66E+00,2.09E+02,2.05E+02
138,1.101,4.99E+02,3.61E+02,5.30E-02,-1.23E+00,2.10E+02,2.06E+02
139,1.111,4.99E+02,3.60E+02,3.79E-02,-1.52E+00,2.11E+02,2.06E+02
140,1.12,4.99E+02,3.59E+02,2.35E-02,-1.68E+00,2.12E+02,2.06E+02
141,1.121,4.99E+02,3.59E+02,2.26E-02,-1.46E+00,2.12E+02,2.06E+02
142,1.131,4.99E+02,3.58E+02,1.44E-02,3.29E-02,2.13E+02,2.06E+02
143,1.141,4.99E+02,3.57E+02,-1.14E-02,-2.23E+00,2.14E+02,2.06E+02
144,1.151,4.99E+02,3.56E+02,-3.71E-02,-2.51E+00,2.15E+02,2.06E+02
145,1.16,4.99E+02,3.56E+02,-6.47E-02,-3.90E+00,2.16E+02,2.06E+02
146,1.161,4.99E+02,3.56E+02,-6.71E-02,-4.10E+00,2.16E+02,2.06E+02
147,1.171,4.99E+02,3.55E+02,-1.01E-01,-3.96E+00,2.17E+02,2.06E+02
148,1.181,4.99E+02,3.54E+02,-1.35E-01,-2.67E+00,2.18E+02,2.06E+02
149,1.191,4.99E+02,3.53E+02,-1.66E-01,-4.49E+00,2.19E+02,2.05E+02
150,1.2,4.99E+02,3.52E+02,-1.91E-01,-5.79E+00,2.20E+02,2.05E+02
151,1.201,4.99E+02,3.52E+02,-1.95E-01,-5.99E+00,2.20E+02,2.05E+02
152,1.211,4.98E+02,3.51E+02,-2.72E-01,-4.60E+00,2.21E+02,2.05E+02
153,1.221,4.98E+02,3.50E+02,-3.16E-01,-3.99E+00,2.22E+02,2.04E+02
154,1.231,4.98E+02,3.49E+02,-3.63E-01,-5.37E+00,2.23E+02,2.04E+02
155,1.24,4.98E+02,3.48E+02,-4.11E-01,-5.78E+00,2.24E+02,2.03E+02
156,1.241,4.98E+02,3.48E+02,-4.15E-01,-5.57E+00,2.24E+02,2.03E+02
157,1.251,4.98E+02,3.47E+02,-4.74E-01,-6.11E+00,2.25E+02,2.03E+02
158,1.261,4.98E+02,3.46E+02,-5.42E-01,-7.13E+00,2.26E+02,2.02E+02
159,1.271,4.98E+02,3.45E+02,-6.11E-01,-6.94E+00,2.27E+02,2.01E+02
160,1.28,4.98E+02,3.44E+02,-6.79E-01,-7.64E+00,2.28E+02,2.01E+02
161,1.281,4.98E+02,3.44E+02,-6.84E-01,-7.50E+00,2.28E+02,2.01E+02
162,1.291,4.98E+02,3.43E+02,-7.63E-01,-7.91E+00,2.29E+02,2.00E+02
163,1.301,4.98E+02,3.42E+02,-8.46E-01,-8.58E+00,2.30E+02,1.99E+02
164,1.311,4.98E+02,3.41E+02,-9.35E-01,-9.13E+00,2.31E+02,1.98E+02
165,1.32,4.98E+02,3.41E+02,-1.01E+00,-8.89E+00,2.32E+02,1.98E+02
166,1.321,4.98E+02,3.41E+02,-1.02E+00,-9.54E+00,2.32E+02,1.97E+02
167,1.331,4.98E+02,3.40E+02,-1.11E+00,-1.01E+01,2.33E+02,1.97E+02
168,1.341,4.98E+02,3.39E+02,-1.22E+00,-1.07E+01,2.34E+02,1.96E+02
169,1.351,4.98E+02,3.38E+02,-1.33E+00,-1.12E+01,2.35E+02,1.95E+02
170,1.36,4.98E+02,3.37E+02,-1.44E+00,-1.18E+01,2.36E+02,1.94E+02
171,1.361,4.98E+02,3.37E+02,-1.45E+00,-1.18E+01,2.36E+02,1.93E+02
172,1.371,4.98E+02,3.36E+02,-1.57E+00,-1.24E+01,2.37E+02,1.92E+02
173,1.381,4.98E+02,3.35E+02,-1.70E+00,-1.25E+01,2.38E+02,1.91E+02
174,1.391,4.98E+02,3.34E+02,-1.83E+00,-1.35E+01,2.39E+02,1.90E+02
175,1.4,4.98E+02,3.33E+02,-1.96E+00,-1.45E+01,2.40E+02,1.89E+02
176,1.401,4.98E+02,3.33E+02,-1.97E+00,-1.41E+01,2.40E+02,1.89E+02
177,1.411,4.98E+02,3.32E+02,-2.12E+00,-1.48E+01,2.41E+02,1.88E+02
178,1.421,4.98E+02,3.31E+02,-2.26E+00,-1.53E+01,2.42E+02,1.86E+02
179,1.431,4.98E+02,3.30E+02,-2.42E+00,-1.75E+01,2.43E+02,1.85E+02
180,1.44,4.98E+02,3.29E+02,-2.57E+00,-1.67E+01,2.44E+02,1.84E+02
181,1.441,4.98E+02,3.29E+02,-2.59E+00,-1.68E+01,2.44E+02,1.84E+02
182,1.451,4.98E+02,3.28E+02,-2.76E+00,-1.74E+01,2.45E+02,1.82E+02
183,1.461,4.98E+02,3.27E+02,-2.94E+00,-1.85E+01,2.46E+02,1.81E+02
184,1.471,4.98E+02,3.26E+02,-3.13E+00,-1.88E+01,2.47E+02,1.79E+02
185,1.48,4.98E+02,3.26E+02,-3.31E+00,-1.96E+01,2.48E+02,1.78E+02
186,1.481,4.98E+02,3.26E+02,-3.32E+00,-1.95E+01,2.48E+02,1.78E+02
187,1.491,4.98E+02,3.25E+02,-3.52E+00,-2.02E+01,2.49E+02,1.76E+02
188,1.501,4.98E+02,3.24E+02,-3.72E+00,-2.16E+01,2.49E+02,1.75E+02
189,1.511,4.98E+02,3.23E+02,-3.94E+00,-1.98E+01,2.49E+02,1.73E+02
190,1.52,4.98E+02,3.22E+02,-4.14E+00,-2.44E+01,2.49E+02,1.71E+02
191,1.521,4.98E+02,3.22E+02,-4.15E+00,-2.37E+01,2.49E+02,1.71E+02
192,1.531,4.98E+02,3.21E+02,-4.38E+00,-2.36E+01,2.49E+02,1.70E+02
193,1.541,4.97E+02,3.20E+02,-4.64E+00,-2.94E+01,2.49E+02,1.68E+02
194,1.551,4.97E+02,3.19E+02,-4.92E+00,-2.90E+01,2.49E+02,1.66E+02
195,1.56,4.97E+02,3.18E+02,-5.19E+00,-2.88E+01,2.49E+02,1.64E+02
196,1.561,4.97E+02,3.18E+02,-5.22E+00,-2.98E+01,2.49E+02,1.64E+02
197,1.571,4.97E+02,3.17E+02,-5.52E+00,-3.01E+01,2.49E+02,1.63E+02
198,1.581,4.97E+02,3.16E+02,-5.78E+00,-2.13E+01,2.49E+02,1.61E+02
199,1.591,4.97E+02,3.15E+02,-6.03E+00,-2.62E+01,2.49E+02,1.59E+02
200,1.6,4.97E+02,3.15E+02,-6.27E+00,-2.55E+01,2.49E+02,1.57E+02
201,1.601,4.97E+02,3.14E+02,-6.29E+00,-2.56E+01,2.48E+02,1.57E+02
202,1.611,4.97E+02,3.14E+02,-6.55E+00,-2.61E+01,2.48E+02,1.55E+02
203,1.621,4.97E+02,3.13E+02,-6.83E+00,-3.14E+01,2.48E+02,1.53E+02
204,1.631,4.97E+02,3.12E+02,-7.13E+00,-2.71E+01,2.48E+02,1.51E+02
205,1.64,4.97E+02,3.11E+02,-7.35E+00,-2.19E+01,2.48E+02,1.49E+02
206,1.641,4.96E+02,3.11E+02,-7.37E+00,-2.18E+01,2.48E+02,1.49E+02
207,1.651,4.96E+02,3.10E+02,-7.59E+00,-2.20E+01,2.48E+02,1.47E+02
208,1.661,4.96E+02,3.09E+02,-7.82E+00,-2.27E+01,2.48E+02,1.45E+02
209,1.671,4.96E+02,3.08E+02,-8.05E+00,-2.31E+01,2.48E+02,1.43E+02
210,1.68,4.96E+02,3.07E+02,-8.27E+00,-2.64E+01,2.47E+02,1.41E+02
211,1.681,4.96E+02,3.07E+02,-8.29E+00,-2.68E+01,2.47E+02,1.41E+02
212,1.691,4.96E+02,3.06E+02,-8.57E+00,-3.02E+01,2.47E+02,1.39E+02
213,1.701,4.96E+02,3.06E+02,-8.88E+00,-3.10E+01,2.47E+02,1.37E+02
214,1.711,4.96E+02,3.05E+02,-9.19E+00,-3.15E+01,2.47E+02,1.35E+02
215,1.72,4.96E+02,3.04E+02,-9.48E+00,-3.20E+01,2.47E+02,1.33E+02
216,1.721,4.96E+02,3.04E+02,-9.51E+00,-3.19E+01,2.47E+02,1.33E+02
217,1.731,4.95E+02,3.03E+02,-9.84E+00,-3.27E+01,2.46E+02,1.31E+02
218,1.741,4.95E+02,3.02E+02,-1.02E+01,-3.33E+01,2.46E+02,1.29E+02
219,1.751,4.95E+02,3.02E+02,-1.05E+01,-3.37E+01,2.46E+02,1.26E+02
220,1.76,4.95E+02,3.01E+02,-1.08E+01,-3.43E+01,2.46E+02,1.24E+02
221,1.761,4.95E+02,3.01E+02,-1.08E+01,-3.44E+01,2.46E+02,1.24E+02
222,1.771,4.95E+02,3.00E+02,-1.12E+01,-3.48E+01,2.45E+02,1.22E+02
223,1.781,4.95E+02,2.99E+02,-1.16E+01,-3.54E+01,2.45E+02,1.20E+02
224,1.791,4.94E+02,2.98E+02,-1.19E+01,-3.68E+01,2.45E+02,1.18E+02
225,1.8,4.94E+02,2.98E+02,-1.22E+01,-3.66E+01,2.44E+02,1.15E+02
226,1.801,4.94E+02,2.98E+02,-1.23E+01,-3.67E+01,2.44E+02,1.15E+02
227,1.811,4.94E+02,2.97E+02,-1.27E+01,-4.12E+01,2.44E+02,1.13E+02
228,1.821,4.94E+02,2.96E+02,-1.31E+01,-3.98E+01,2.44E+02,1.11E+02
229,1.831,4.94E+02,2.95E+02,-1.35E+01,-3.84E+01,2.43E+02,1.09E+02
230,1.84,4.94E+02,2.95E+02,-1.38E+01,-3.89E+01,2.43E+02,1.06E+02
231,1.841,4.94E+02,2.94E+02,-1.38E+01,-3.87E+01,2.43E+02,1.06E+02
232,1.851,4.93E+02,2.94E+02,-1.43E+01,-3.96E+01,2.42E+02,1.04E+02
233,1.861,4.93E+02,2.93E+02,-1.47E+01,-4.02E+01,2.42E+02,1.02E+02
234,1.871,4.93E+02,2.92E+02,-1.51E+01,-4.10E+01,2.41E+02,9.94E+01
235,1.88,4.93E+02,2.92E+02,-1.54E+01,-4.31E+01,2.41E+02,9.73E+01
236,1.881,4.93E+02,2.91E+02,-1.55E+01,-4.35E+01,2.41E+02,9.71E+01
237,1.891,4.93E+02,2.91E+02,-1.59E+01,-4.20E+01,2.40E+02,9.49E+01
238,1.901,4.92E+02,2.90E+02,-1.63E+01,-4.26E+01,2.40E+02,9.26E+01
239,1.911,4.92E+02,2.89E+02,-1.67E+01,-4.31E+01,2.39E+02,9.03E+01
240,1.92,4.92E+02,2.89E+02,-1.71E+01,-4.38E+01,2.39E+02,8.82E+01
241,1.921,4.92E+02,2.89E+02,-1.72E+01,-4.35E+01,2.39E+02,8.80E+01
242,1.931,4.92E+02,2.88E+02,-1.76E+01,-4.47E+01,2.38E+02,8.57E+01
243,1.941,4.91E+02,2.87E+02,-1.81E+01,-4.50E+01,2.38E+02,8.34E+01
244,1.951,4.91E+02,2.86E+02,-1.86E+01,-4.56E+01,2.37E+02,8.11E+01
245,1.96,4.91E+02,2.86E+02,-1.90E+01,-4.62E+01,2.36E+02,7.91E+01
246,1.961,4.91E+02,2.86E+02,-1.90E+01,-4.58E+01,2.36E+02,7.89E+01
247,1.971,4.91E+02,2.85E+02,-1.95E+01,-4.76E+01,2.36E+02,7.66E+01
248,1.981,4.90E+02,2.84E+02,-2.00E+01,-4.76E+01,2.35E+02,7.43E+01
249,1.991,4.90E+02,2.84E+02,-2.05E+01,-4.86E+01,2.34E+02,7.21E+01
250,2,4.90E+02,2.83E+02,-2.09E+01,-4.89E+01,2.33E+02,7.01E+01
251,2.001,4.90E+02,2.83E+02,-2.10E+01,-4.87E+01,2.33E+02,6.98E+01
252,2.011,4.90E+02,2.82E+02,-2.14E+01,-5.11E+01,2.31E+02,6.76E+01
253,2.021,4.89E+02,2.82E+02,-2.19E+01,-4.88E+01,2.28E+02,6.54E+01
254,2.031,4.89E+02,2.81E+02,-2.24E+01,-4.88E+01,2.25E+02,6.32E+01
255,2.04,4.89E+02,2.81E+02,-2.29E+01,-4.94E+01,2.23E+02,6.12E+01
256,2.041,4.89E+02,2.81E+02,-2.29E+01,-4.88E+01,2.23E+02,6.10E+01
257,2.051,4.89E+02,2.80E+02,-2.34E+01,-4.90E+01,2.20E+02,5.88E+01
258,2.061,4.88E+02,2.79E+02,-2.39E+01,-5.03E+01,2.17E+02,5.67E+01
259,2.071,4.88E+02,2.79E+02,-2.44E+01,-4.94E+01,2.15E+02,5.45E+01
260,2.08,4.88E+02,2.78E+02,-2.49E+01,-4.91E+01,2.12E+02,5.26E+01
261,2.081,4.88E+02,2.78E+02,-2.49E+01,-5.10E+01,2.12E+02,5.24E+01
262,2.091,4.88E+02,2.78E+02,-2.54E+01,-4.85E+01,2.09E+02,5.03E+01
263,2.101,4.87E+02,2.77E+02,-2.59E+01,-4.92E+01,2.07E+02,4.82E+01
264,2.111,4.87E+02,2.77E+02,-2.64E+01,-4.83E+01,2.04E+02,4.61E+01
265,2.12,4.87E+02,2.76E+02,-2.68E+01,-4.90E+01,2.02E+02,4.43E+01
266,2.121,4.87E+02,2.76E+02,-2.69E+01,-4.89E+01,2.01E+02,4.41E+01
267,2.131,4.86E+02,2.75E+02,-2.74E+01,-4.91E+01,1.99E+02,4.21E+01
268,2.141,4.86E+02,2.75E+02,-2.79E+01,-4.90E+01,1.96E+02,4.00E+01
269,2.151,4.86E+02,2.74E+02,-2.83E+01,-4.86E+01,1.93E+02,3.80E+01
270,2.16,4.86E+02,2.74E+02,-2.88E+01,-4.92E+01,1.91E+02,3.63E+01
271,2.161,4.86E+02,2.74E+02,-2.88E+01,-4.81E+01,1.91E+02,3.60E+01
272,2.171,4.85E+02,2.73E+02,-2.93E+01,-4.92E+01,1.88E+02,3.41E+01
273,2.181,4.85E+02,2.73E+02,-2.98E+01,-5.21E+01,1.85E+02,3.21E+01
274,2.191,4.85E+02,2.72E+02,-3.03E+01,-4.89E+01,1.83E+02,3.02E+01
275,2.2,4.85E+02,2.72E+02,-3.08E+01,-5.03E+01,1.80E+02,2.85E+01
276,2.201,4.84E+02,2.72E+02,-3.08E+01,-4.93E+01,1.80E+02,2.83E+01
277,2.211,4.84E+02,2.72E+02,-3.13E+01,-4.89E+01,1.77E+02,2.64E+01
278,2.221,4.84E+02,2.71E+02,-3.18E+01,-4.91E+01,1.75E+02,2.46E+01
279,2.231,4.84E+02,2.71E+02,-3.23E+01,-4.91E+01,1.72E+02,2.27E+01
