leftV1,rightV1,compass_dataX,compass_dataY,compass_dataZ,gyro_dataX,gyro_dataY,gyro_dataZ,lidar_F_data,lidar_R_data,positionX,positionY,positionZ,angleX,angleY,angleZ,angleangle,velocityX,velocityY,velocityZ,gyro2_dataX,gyro2_dataY,gyro2_dataZ
-2.44644644644645,-3.05805805805806,1.02891270522414,0.00196111057390577,-0.000587355116806299,-0.00923331005050294,-0.000595506786421302,0.0140013547672633,1878.40697007254,1975.64651053993,0.000626551035219934,0.288488572142513,-0.0847027009500086,0.340270702978066,0.259781848353076,0.903730734212947,-0.00225951630568091,-0.00382914183905318,-0.00121692010450096,-0.265870999737039,-0.00867651733664331,-0.000536064586527399,0.013926141028182
-2.45045045045045,-3.06306306306306,1.0455226003805,0.00203076515510103,-0.000566627503157019,-0.00977316470607965,-0.000513584187389158,0.0126407877480073,2006.79922700653,1943.06097195315,0.000622746552145546,0.288486505567377,-0.0849690086359366,0.345850514899191,0.261056128523949,0.901241986984657,-0.00225061708340283,-0.00390098550832347,-0.00150502878661044,-0.266352862040011,-0.0101652057576603,-0.000597308882315078,0.0128914540745722
-2.45445445445445,-3.06806806806807,1.06932644671473,0.00206722969123067,-0.000567054380958291,-0.0108352710290893,-0.000588387433205871,0.0132670766379152,1973.41882585108,1924.83658866938,0.000618888014286733,0.288484113762782,-0.0852357953818795,0.351801304760744,0.262318953723386,0.89856808784093,-0.00224193154781341,-0.00395629506442866,-0.00178264151877799,-0.266835752245666,-0.00926936974230471,-0.000581974869185637,0.0128458115252573
-2.45845845845846,-3.07307307307307,1.01390647559096,0.00200338612509281,-0.000602809251349191,-0.0107216567073961,-0.000599623773631538,0.0150479951941236,2027.69847466738,1809.69051272337,0.000614991643471173,0.288481409817485,-0.0855030625422469,0.358094876205062,0.263565159855274,0.895712825712653,-0.00223350856392622,-0.00399527092153772,-0.00205019059681044,-0.267319755304213,-0.0108279963155422,-0.000572962250827268,0.0145102466776925
-2.46246246246246,-3.07807807807808,1.05895033961207,0.00202102742012453,-0.000622001358945577,-0.011227254429178,-0.000620329464008806,0.0139643067026552,2029.46542777571,2059.65411000577,0.00061107337114386,0.288478406098401,-0.0857708115654164,0.364703126818009,0.264789523109941,0.89268031105227,-0.00222539610082473,-0.00401820955076895,-0.00230824566044666,-0.267804977385086,-0.0125746936472446,-0.000620457853420521,0.0139675255761191
-2.46646646646647,-3.08308308308308,0.929776775061847,0.00202649552682656,-0.000610789466049833,-0.0121046004005932,-0.000641830786722451,0.0138538965036812,2092.43216670486,2038.44379467162,0.000607148747346004,0.288475114095774,-0.0860390440082851,0.37159833731534,0.265986789720352,0.889474959399497,-0.00221764100979274,-0.00402549866137129,-0.0025574955728521,-0.268291542057495,-0.0123867812507363,-0.000564015747407733,0.0132720444778542
-2.47047047047047,-3.08808808808809,0.976109895667542,0.00183561609884163,-0.000626211329526873,-0.0131188115480365,-0.000630001611696315,0.0136123804610943,1802.81386544912,1818.97857271582,0.000603232854874448,0.288471544292697,-0.086307761547512,0.378753434184887,0.267151705177913,0.886101462877524,-0.00221028883787999,-0.00401761197135673,-0.00279872983671278,-0.268779586523062,-0.0130354243814627,-0.000696011140198052,0.0135780907178206
-2.47447447447447,-3.09309309309309,0.983077712163644,0.00199954369755804,-0.000591704331675836,-0.0138353084494307,-0.000599059892233847,0.0121682547119685,1930.52247365298,2036.89444694165,0.000599340228993142,0.288467706059171,-0.0865769659875663,0.386142223382659,0.268279042733032,0.882564750344894,-0.00220338367573244,-0.00399510360779345,-0.00303281984626556,-0.269269257962033,-0.0129018556440136,-0.000619866599767822,0.0149629149569447
-2.47847847847848,-3.0980980980981,0.994332780068351,0.00201562731398167,-0.000632176061739152,-0.0150100137658014,-0.000686885363694682,0.0149315246739587,2013.70788362611,1840.73976432671,0.00059548478302584,0.28846360757046,-0.0868466592657391,0.393739593177203,0.269363631087962,0.87886993748322,-0.00219696803747092,-0.00395860217913443,-0.0032607002579111,-0.269760710046647,-0.0134295477386262,-0.000702351422194237,0.0139986005164325
-2.48248248248248,-3.1031031031031,1.1036254811521,0.00201757024961513,-0.000598371318541922,-0.0138947188591242,-0.000733951237405634,0.0134005047477639,1848.13084922836,1948.02788288369,0.000591679740115438,0.288459255749201,-0.0871168434543199,0.401521684785236,0.270400381257427,0.875022268552672,-0.00219108276961394,-0.00390880456334089,-0.0034833507421135,-0.27025409966711,-0.0147777570743091,-0.000723789097192907,0.0144120787281667
-2.48648648648649,-3.10810810810811,0.981897388965335,0.0017369057661637,-0.000578012023292431,-0.0172001971470042,-0.000742900888500552,0.0139285545403993,1716.25738458307,1982.44136671025,0.00058793757139051,0.288454656230385,-0.0873875207601661,0.409466030028916,0.271384312622803,0.871027051884503,-0.00218576698550925,-0.00384646945669465,-0.00370177835701488,-0.270749583907389,-0.0140718648388629,-0.000771152277715793,0.014317053765652
-2.49049049049049,-3.11311311311311,1.01656949907296,0.00198048790094206,-0.000580430444585511,-0.0141310707835544,-0.000722899987713692,0.0120434629364789,1824.84441430527,2103.12332769074,0.000584269940734076,0.288449813348048,-0.0876586935219202,0.417551655854593,0.272310578236347,0.866889591397702,-0.00218105802145329,-0.00377241072895061,-0.00391700075942089,-0.271247317300089,-0.015247058266552,-0.000836637840856317,0.0134023763152778
-2.49449449449449,-3.11811811811812,1.0172594071921,0.0016300749600177,-0.000629826833103507,-0.0148747943404247,-0.000805028808738683,0.011694881038051,1825.38009442382,1861.6040783691,0.000580721883617765,0.288444847415129,-0.0879303552040352,0.425657295412614,0.273167464443277,0.862667608776201,-0.00217705054774602,-0.00365254564912897,-0.00402434460178129,-0.271737515551994,-0.0160131612630449,-0.000742105253154956,0.0123626340249714
-2.4984984984985,-3.12312312312312,1.01816880431017,0.00189001137436373,-0.000554586128205024,-0.015254707809023,-0.000863615866387704,0.0115821289656056,1964.03503286481,2011.28799628928,0.000577319303545286,0.288439766586133,-0.0882025075121617,0.433750531512436,0.273952283364033,0.858376737133709,-0.00217378207216991,-0.00350692076150578,-0.00412573573932565,-0.27222924321668,-0.0160460268944865,-0.000770797582776008,0.0113250970012083
