time,leftV,rightV
0,0,0
0.001,0,-0
0.002,0.003003003003003,-0
0.003,0.00600600600600601,-0
0.004,0.00900900900900901,-0
0.005,0.012012012012012,-0
0.006,0.015015015015015,-0
0.007,0.018018018018018,-0
0.008,0.021021021021021,-0
0.009,0.024024024024024,-0
0.01,0.027027027027027,-0
0.011,0.03003003003003,-0
0.012,0.033033033033033,-0
0.013,0.036036036036036,-0
0.014,0.039039039039039,-0
0.015,0.042042042042042,-0
0.016,0.045045045045045,-0
0.017,0.048048048048048,-0
0.018,0.0510510510510511,-0
0.019,0.0540540540540541,-0
0.02,0.0570570570570571,-0
0.021,0.0600600600600601,-0
0.022,0.0630630630630631,-0
0.023,0.0660660660660661,-0
0.024,0.0690690690690691,-0
0.025,0.0720720720720721,-0
0.026,0.0750750750750751,-0
0.027,0.0780780780780781,-0
0.028,0.0810810810810811,-0
0.029,0.0840840840840841,-0
0.03,0.0870870870870871,-0
0.031,0.0900900900900901,-0
0.032,0.0930930930930931,-0
0.033,0.0960960960960961,-0
0.034,0.0990990990990991,-0
0.035,0.102102102102102,-0
0.036,0.105105105105105,-0
0.037,0.108108108108108,-0
0.038,0.111111111111111,-0
0.039,0.114114114114114,-0
0.04,0.117117117117117,-0
0.041,0.12012012012012,-0
0.042,0.123123123123123,-0
0.043,0.126126126126126,-0
0.044,0.129129129129129,-0
0.045,0.132132132132132,-0
0.046,0.135135135135135,-0
0.047,0.138138138138138,-0
0.048,0.141141141141141,-0
0.049,0.144144144144144,-0
0.05,0.147147147147147,-0
0.051,0.15015015015015,-0
0.052,0.153153153153153,-0
0.053,0.156156156156156,-0
0.054,0.159159159159159,-0
0.055,0.162162162162162,-0
0.056,0.165165165165165,-0
0.057,0.168168168168168,-0
0.058,0.171171171171171,-0
0.059,0.174174174174174,-0
0.06,0.177177177177177,-0
0.061,0.18018018018018,-0
0.062,0.183183183183183,-0
0.063,0.186186186186186,-0
0.064,0.189189189189189,-0
0.065,0.192192192192192,-0
0.066,0.195195195195195,-0
0.067,0.198198198198198,-0
0.068,0.201201201201201,-0
0.069,0.204204204204204,-0
0.07,0.207207207207207,-0
0.071,0.21021021021021,-0
0.072,0.213213213213213,-0
0.073,0.216216216216216,-0
0.074,0.219219219219219,-0
0.075,0.222222222222222,-0
0.076,0.225225225225225,-0
0.077,0.228228228228228,-0
0.078,0.231231231231231,-0
0.079,0.234234234234234,-0
0.08,0.237237237237237,-0
0.081,0.24024024024024,-0
0.082,0.243243243243243,-0
0.083,0.246246246246246,-0
0.084,0.249249249249249,-0
0.085,0.252252252252252,-0
0.086,0.255255255255255,-0
0.087,0.258258258258258,-0
0.088,0.261261261261261,-0
0.089,0.264264264264264,-0
0.09,0.267267267267267,-0
